MEOX2	1.000000	5.000000	5.916080
MESP1	1.000000	14.000000	16.309506
MGAP	nan	nan	nan
MITF	1.000000	1.000000	1.290994
MIXL1	1.000000	4.000000	4.760952
MLXPL	1.000000	6.500000	7.648529
MLX	1.000000	4.500000	5.338539
MNT	1.000000	120.000000	138.708327
MNX1	1.000000	130.000000	150.255338
MSX1	1.000000	7.500000	8.803408
MSX2	1.000000	13.500000	15.732133
MTF1	nan	nan	nan
MUSC	1.000000	4.000000	4.760952
MYBA	1.000000	0.000000	0.000000
MYBB	1.000000	1.500000	1.870829
MYB	1.000000	8.500000	9.958246
MYCN	1.000000	15.000000	17.464249
MYC	1.000000	6.000000	7.071068
MYF6	1.000000	25.000000	29.011492
MYOD1	1.000000	18.000000	20.928450
MYOG	1.000000	3.000000	3.605551
MZF1	1.000000	31.500000	36.517119
NANOG	1.000000	16.500000	19.196354
NANOG	1.000000	0.500000	0.707107
NDF1	1.000000	19.000000	22.083176
NDF2	1.000000	4.500000	5.338539
NF2L1	1.000000	9.500000	11.113055
NF2L2	1.000000	0.500000	0.707107
NFAC1	1.000000	4.500000	5.338539
NFAC1	1.000000	3.000000	3.605551
NFAC2	1.000000	1.500000	1.870829
NFAC3	1.000000	1.500000	1.870829
NFAC4	1.000000	0.000000	0.000000
NFAT5	1.000000	1.500000	1.870829
NFE2	1.000000	1.000000	1.290994
NFIA	1.000000	2.000000	2.449490
NFIA	1.000000	14.000000	16.309506
NFIC	1.000000	7.000000	8.225975
NFIL3	1.000000	2.000000	2.449490
NFKB1	1.000000	2.000000	2.449490
NFKB2	1.000000	4.500000	5.338539
NFYA	1.000000	2.000000	2.449490
NFYB	1.000000	3.000000	3.605551
NFYC	1.000000	3.000000	3.605551
NGN2	1.000000	3.500000	4.183300
NKX21	1.000000	9.000000	10.535654
NKX22	1.000000	1.000000	1.290994
NKX23	1.000000	0.500000	0.707107
NKX25	1.000000	5.500000	6.493587
NKX28	1.000000	1.500000	1.870829
NKX31	1.000000	19.500000	22.660538
NKX32	1.000000	2.500000	3.027650
NKX61	1.000000	73.000000	84.437354
NKX62	1.000000	18.500000	21.505813
NOBOX	1.000000	2.500000	3.027650
NOTO	1.000000	1.500000	1.870829
NR0B1	1.000000	8.500000	9.958246
NR1D1	1.000000	5.500000	6.493587
NR1H2	1.000000	1.000000	1.290994
NR1H4	1.000000	2.500000	3.027650
NR1I2	1.000000	9.500000	11.113055
NR1I2	1.000000	5.500000	6.493587
NR1I3	1.000000	6.500000	7.648529
NR1I3	1.000000	4.500000	5.338539
NR2C1	1.000000	11.500000	13.422618
NR2C2	1.000000	6.000000	7.071068
NR2E1	1.000000	4.000000	4.760952
NR2E3	1.000000	2.000000	2.449490
NR2F6	1.000000	12.500000	14.577380
NR4A1	1.000000	0.500000	0.707107
NR4A2	nan	nan	nan
NR4A3	1.000000	2.000000	2.449490
NR5A2	1.000000	1.500000	1.870829
NR6A1	1.000000	0.000000	0.000000
NRF1	1.000000	26.500000	30.743563
NRL	1.000000	3.000000	3.605551
OLIG1	nan	nan	nan
OLIG2	1.000000	0.000000	0.000000
OLIG3	nan	nan	nan
ONEC2	1.000000	126.000000	145.636534
ONEC3	1.000000	4.500000	5.338539
OTX1	1.000000	0.500000	0.707107
OTX2	1.000000	14.000000	16.309506
OVOL1	1.000000	3.000000	3.605551
P53	1.000000	2.000000	2.449490
